name,year,month,day,hour,lat,long,status,category,wind
Edouard,2008,8,3,18,28.1,-87.8,tropical depression,-1,30
Edouard,2008,8,4,0,28.1,-88.5,tropical storm,0,45
Edouard,2008,8,4,6,28.1,-89.6,tropical storm,0,40
Edouard,2008,8,4,12,28.1,-90.3,tropical storm,0,40
Edouard,2008,8,4,18,28.3,-91,tropical storm,0,40
Edouard,2008,8,5,0,28.5,-91.7,tropical storm,0,50
Edouard,2008,8,5,6,29,-92.9,tropical storm,0,55
Edouard,2008,8,5,12,29.6,-94.2,tropical storm,0,55
Edouard,2008,8,5,18,30,-94.8,tropical storm,0,40
Edouard,2008,8,6,0,30.6,-95.7,tropical depression,-1,30
Fay,2008,8,15,12,18.4,-67.4,tropical depression,-1,30
Fay,2008,8,15,14,18.5,-68.4,tropical storm,0,35
Fay,2008,8,15,18,18.5,-68.8,tropical storm,0,35
Fay,2008,8,16,0,18.6,-70.2,tropical storm,0,40
Fay,2008,8,16,6,18.7,-71.4,tropical storm,0,40
Fay,2008,8,16,11,18.8,-72.8,tropical storm,0,40
Fay,2008,8,16,12,18.8,-72.9,tropical storm,0,40
Fay,2008,8,16,18,19.1,-74.6,tropical storm,0,40
Fay,2008,8,17,0,19.3,-75.7,tropical storm,0,45
Fay,2008,8,17,6,19.6,-76.9,tropical storm,0,45
Fay,2008,8,17,9,19.9,-77.4,tropical storm,0,45
Fay,2008,8,17,12,20,-78.1,tropical storm,0,45
Fay,2008,8,17,18,20.7,-79.6,tropical storm,0,45
Fay,2008,8,18,0,21.1,-80.3,tropical storm,0,45
Fay,2008,8,18,6,21.9,-80.8,tropical storm,0,45
Fay,2008,8,18,7,22.1,-80.8,tropical storm,0,45
Fay,2008,8,18,12,23.2,-81.2,tropical storm,0,50
Fay,2008,8,18,18,24.3,-81.7,tropical storm,0,50
Fay,2008,8,18,20,24.5,-81.8,tropical storm,0,50
Fay,2008,8,19,0,25,-81.9,tropical storm,0,50
Fay,2008,8,19,6,25.5,-81.8,tropical storm,0,55
Fay,2008,8,19,8,25.9,-81.6,tropical storm,0,55
Fay,2008,8,19,12,26.4,-81.4,tropical storm,0,55
Fay,2008,8,19,18,27,-81.1,tropical storm,0,60
Fay,2008,8,20,0,27.5,-80.9,tropical storm,0,55
Fay,2008,8,20,6,28,-80.6,tropical storm,0,50
Fay,2008,8,20,12,28.4,-80.6,tropical storm,0,45
Fay,2008,8,20,18,28.7,-80.6,tropical storm,0,45
Fay,2008,8,21,0,28.9,-80.5,tropical storm,0,50
Fay,2008,8,21,6,29.1,-80.7,tropical storm,0,50
Fay,2008,8,21,12,29.2,-80.7,tropical storm,0,50
Fay,2008,8,21,18,29.3,-81,tropical storm,0,55
Fay,2008,8,21,19,29.3,-81.1,tropical storm,0,55
Fay,2008,8,22,0,29.3,-81.2,tropical storm,0,50
Fay,2008,8,22,6,29.5,-81.9,tropical storm,0,50
Fay,2008,8,22,12,29.6,-82.4,tropical storm,0,45
Fay,2008,8,22,18,29.8,-83,tropical storm,0,40
Fay,2008,8,23,0,29.7,-83.8,tropical storm,0,45
Fay,2008,8,23,6,29.8,-84.7,tropical storm,0,45
Fay,2008,8,23,6,29.8,-84.7,tropical storm,0,45
Fay,2008,8,23,12,30,-85.2,tropical storm,0,40
Fay,2008,8,23,18,30.5,-85.9,tropical storm,0,40
Fay,2008,8,24,0,30.8,-86.7,tropical depression,-1,30
Fay,2008,8,24,6,31.1,-87.7,tropical depression,-1,30
Fay,2008,8,24,12,31.8,-88.4,tropical depression,-1,30
Fay,2008,8,24,18,31.5,-89.7,tropical depression,-1,30
Fay,2008,8,25,0,31.3,-90,tropical depression,-1,30
Fay,2008,8,25,6,31.5,-89.9,tropical depression,-1,30
Fay,2008,8,25,12,32,-89.4,tropical depression,-1,25
Fay,2008,8,25,18,32.4,-89,tropical depression,-1,25
Fay,2008,8,26,0,32.7,-88.6,tropical depression,-1,20
Fay,2008,8,26,6,33.3,-87.9,tropical depression,-1,20
Fay,2008,8,26,12,33.9,-87.2,tropical depression,-1,20
Fay,2008,8,26,18,34.6,-86.5,tropical depression,-1,20
Fay,2008,8,27,0,35,-85.8,tropical depression,-1,15
Gustav,2008,8,25,0,13.5,-67.4,tropical depression,-1,25
Gustav,2008,8,25,6,14.4,-68.5,tropical depression,-1,30
Gustav,2008,8,25,12,15.1,-69.6,tropical storm,0,35
Gustav,2008,8,25,18,15.8,-70.5,tropical storm,0,50
Gustav,2008,8,26,0,16.4,-71.2,tropical storm,0,60
Gustav,2008,8,26,6,16.9,-71.7,hurricane,1,75
Gustav,2008,8,26,12,17.5,-72.1,hurricane,1,80
Gustav,2008,8,26,18,18.1,-72.8,hurricane,1,70
Gustav,2008,8,27,0,18.4,-73.1,tropical storm,0,50
Gustav,2008,8,27,6,18.6,-73.4,tropical storm,0,45
Gustav,2008,8,27,12,18.7,-73.7,tropical storm,0,45
Gustav,2008,8,27,18,18.9,-74,tropical storm,0,45
Gustav,2008,8,28,0,18.8,-75.1,tropical storm,0,40
Gustav,2008,8,28,6,18.1,-75.4,tropical storm,0,45
Gustav,2008,8,28,12,17.9,-75.7,tropical storm,0,60
Gustav,2008,8,28,18,18,-76.2,tropical storm,0,60
Gustav,2008,8,29,0,17.8,-77,tropical storm,0,60
Gustav,2008,8,29,2,17.9,-77.2,tropical storm,0,60
Gustav,2008,8,29,6,18,-77.7,tropical storm,0,55
Gustav,2008,8,29,12,18.3,-78.4,tropical storm,0,50
Gustav,2008,8,29,18,18.8,-79.2,hurricane,1,65
Gustav,2008,8,30,0,19.2,-80,hurricane,1,75
Gustav,2008,8,30,6,19.7,-80.8,hurricane,2,85
Gustav,2008,8,30,12,20.7,-81.6,hurricane,3,110
Gustav,2008,8,30,18,21.6,-82.5,hurricane,4,125
Gustav,2008,8,30,22,22.4,-83.1,hurricane,4,135
Gustav,2008,8,31,0,22.7,-83.5,hurricane,4,120
Gustav,2008,8,31,6,23.6,-84.4,hurricane,3,105
Gustav,2008,8,31,12,24.8,-85.5,hurricane,3,100
Gustav,2008,8,31,18,25.9,-86.7,hurricane,2,95
Gustav,2008,9,1,0,26.9,-87.7,hurricane,2,95
Gustav,2008,9,1,6,27.9,-89,hurricane,2,95
Gustav,2008,9,1,12,28.8,-90.3,hurricane,2,95
Gustav,2008,9,1,15,29.2,-90.7,hurricane,2,90
Gustav,2008,9,1,18,29.8,-91.4,hurricane,2,85
Gustav,2008,9,2,0,30.7,-92.3,tropical storm,0,60
Gustav,2008,9,2,6,31.4,-93.1,tropical storm,0,40
Gustav,2008,9,2,12,32.1,-93.5,tropical depression,-1,30
Gustav,2008,9,2,18,32.7,-93.9,tropical depression,-1,20
Gustav,2008,9,3,0,33.2,-93.9,tropical depression,-1,20
Gustav,2008,9,3,6,33.7,-94.3,tropical depression,-1,20
Gustav,2008,9,3,12,33.8,-94.4,tropical depression,-1,20
Gustav,2008,9,3,18,34,-94.4,tropical depression,-1,20
Gustav,2008,9,4,0,34.3,-94.1,tropical depression,-1,15
Gustav,2008,9,4,6,34.8,-93.4,tropical depression,-1,15
Hanna,2008,8,28,0,19.4,-57.3,tropical depression,-1,30
Hanna,2008,8,28,6,19.7,-57.8,tropical depression,-1,30
Hanna,2008,8,28,12,20.1,-58.6,tropical storm,0,35
Hanna,2008,8,28,18,20.5,-59.6,tropical storm,0,35
Hanna,2008,8,29,0,20.8,-60.5,tropical storm,0,40
Hanna,2008,8,29,6,20.9,-61.5,tropical storm,0,45
Hanna,2008,8,29,12,21.1,-62.4,tropical storm,0,45
Hanna,2008,8,29,18,21.5,-63.4,tropical storm,0,45
Hanna,2008,8,30,0,21.7,-64.5,tropical storm,0,45
Hanna,2008,8,30,6,21.8,-65.5,tropical storm,0,45
Hanna,2008,8,30,12,21.9,-66.2,tropical storm,0,45
Hanna,2008,8,30,18,22.2,-66.9,tropical storm,0,45
Hanna,2008,8,31,0,22.6,-67.5,tropical storm,0,50
Hanna,2008,8,31,6,23.1,-68.5,tropical storm,0,45
Hanna,2008,8,31,12,23.5,-69.8,tropical storm,0,40
Hanna,2008,8,31,18,23.6,-71,tropical storm,0,40
Hanna,2008,9,1,0,23.5,-71.7,tropical storm,0,45
Hanna,2008,9,1,6,23.2,-72,tropical storm,0,50
Hanna,2008,9,1,12,22.8,-72.2,tropical storm,0,60
Hanna,2008,9,1,18,22.3,-72.4,hurricane,1,70
Hanna,2008,9,2,0,21.8,-72.3,hurricane,1,75
Hanna,2008,9,2,6,21.4,-72.7,hurricane,1,65
Hanna,2008,9,2,12,21,-73,tropical storm,0,60
Hanna,2008,9,2,18,20.6,-72.9,tropical storm,0,55
Hanna,2008,9,3,0,20.4,-72.6,tropical storm,0,55
Hanna,2008,9,3,6,20.2,-72.4,tropical storm,0,50
Hanna,2008,9,3,12,20.6,-71.9,tropical storm,0,45
Hanna,2008,9,3,18,21.6,-71.8,tropical storm,0,50
Hanna,2008,9,3,19,21.7,-71.8,tropical storm,0,50
Hanna,2008,9,4,0,22.7,-71.8,tropical storm,0,55
Hanna,2008,9,4,6,23.4,-72.4,tropical storm,0,60
Hanna,2008,9,4,12,24.1,-73.2,tropical storm,0,55
Hanna,2008,9,4,18,25.1,-74.3,tropical storm,0,55
Hanna,2008,9,5,0,26.1,-75.8,tropical storm,0,55
Hanna,2008,9,5,6,27.2,-77.3,tropical storm,0,55
Hanna,2008,9,5,12,28.2,-78.5,tropical storm,0,55
Hanna,2008,9,5,18,29.9,-78.7,tropical storm,0,60
Hanna,2008,9,6,0,31.5,-79.3,tropical storm,0,60
Hanna,2008,9,6,6,33.4,-78.8,tropical storm,0,60
Hanna,2008,9,6,7,33.8,-78.7,tropical storm,0,60
Hanna,2008,9,6,12,35.7,-78.1,tropical storm,0,45
Hanna,2008,9,6,18,37.8,-76.7,tropical storm,0,45
Hanna,2008,9,7,0,40,-74.5,tropical storm,0,45
Ike,2008,9,1,6,17.2,-37,tropical depression,-1,30
Ike,2008,9,1,12,17.3,-38.4,tropical storm,0,35
Ike,2008,9,1,18,17.5,-39.9,tropical storm,0,45
Ike,2008,9,2,0,17.8,-41.3,tropical storm,0,45
Ike,2008,9,2,6,18.2,-42.8,tropical storm,0,45
Ike,2008,9,2,12,18.7,-44.3,tropical storm,0,50
Ike,2008,9,2,18,19.3,-45.8,tropical storm,0,55
Ike,2008,9,3,0,19.8,-47.3,tropical storm,0,55
Ike,2008,9,3,6,20.2,-48.8,tropical storm,0,55
Ike,2008,9,3,12,20.6,-50.3,tropical storm,0,60
Ike,2008,9,3,18,21.1,-51.9,hurricane,1,75
Ike,2008,9,4,0,21.8,-53.5,hurricane,3,105
Ike,2008,9,4,6,22.4,-55,hurricane,4,125
Ike,2008,9,4,12,23,-56.4,hurricane,4,120
Ike,2008,9,4,18,23.4,-57.7,hurricane,4,115
Ike,2008,9,5,0,23.6,-59,hurricane,4,115
Ike,2008,9,5,6,23.6,-60.4,hurricane,4,115
Ike,2008,9,5,12,23.5,-61.9,hurricane,3,105
Ike,2008,9,5,18,23.2,-63.4,hurricane,3,100
Ike,2008,9,6,0,22.8,-64.9,hurricane,3,100
Ike,2008,9,6,6,22.4,-66.3,hurricane,3,100
Ike,2008,9,6,12,21.9,-67.7,hurricane,2,95
Ike,2008,9,6,18,21.5,-69,hurricane,4,115
Ike,2008,9,7,0,21.2,-70.3,hurricane,4,115
Ike,2008,9,7,6,21.1,-71.6,hurricane,4,115
Ike,2008,9,7,12,21,-72.8,hurricane,3,110
Ike,2008,9,7,13,21,-73.2,hurricane,3,110
Ike,2008,9,7,18,21,-74,hurricane,3,105
Ike,2008,9,8,0,21.1,-75.2,hurricane,4,115
Ike,2008,9,8,2,21.1,-75.7,hurricane,4,115
Ike,2008,9,8,6,21.1,-76.5,hurricane,3,100
Ike,2008,9,8,12,21.1,-77.8,hurricane,2,85
Ike,2008,9,8,18,21.2,-79.1,hurricane,1,75
Ike,2008,9,9,0,21.5,-80.3,hurricane,1,70
Ike,2008,9,9,6,22,-81.4,hurricane,1,70
Ike,2008,9,9,12,22.4,-82.4,hurricane,1,70
Ike,2008,9,9,14,22.6,-82.9,hurricane,1,70
Ike,2008,9,9,18,22.7,-83.3,hurricane,1,65
Ike,2008,9,10,0,23.1,-84,hurricane,1,65
Ike,2008,9,10,6,23.4,-84.6,hurricane,1,70
Ike,2008,9,10,12,23.8,-85.2,hurricane,1,80
Ike,2008,9,10,18,24.2,-85.8,hurricane,2,85
Ike,2008,9,11,0,24.7,-86.4,hurricane,2,85
Ike,2008,9,11,6,25.1,-87.1,hurricane,2,85
Ike,2008,9,11,12,25.5,-88,hurricane,2,85
Ike,2008,9,11,18,25.8,-88.9,hurricane,2,85
Ike,2008,9,12,0,26.1,-90,hurricane,2,85
Ike,2008,9,12,6,26.4,-91.1,hurricane,2,90
Ike,2008,9,12,12,26.9,-92.2,hurricane,2,95
Ike,2008,9,12,18,27.5,-93.2,hurricane,2,95
Ike,2008,9,13,0,28.3,-94,hurricane,2,95
Ike,2008,9,13,6,29.1,-94.6,hurricane,2,95
Ike,2008,9,13,7,29.3,-94.7,hurricane,2,95
Ike,2008,9,13,12,30.3,-95.2,hurricane,2,85
Ike,2008,9,13,18,31.7,-95.3,tropical storm,0,50
Ike,2008,9,14,0,33.5,-94.9,tropical storm,0,35
Ike,2008,9,14,6,35.5,-93.7,tropical storm,0,35
Josephine,2008,9,2,0,12.3,-21.9,tropical depression,-1,30
Josephine,2008,9,2,6,12.7,-23.2,tropical storm,0,35
Josephine,2008,9,2,12,13,-24.2,tropical storm,0,35
Josephine,2008,9,2,18,13.3,-25.3,tropical storm,0,45
Josephine,2008,9,3,0,13.5,-26.3,tropical storm,0,50
Josephine,2008,9,3,6,13.6,-27.2,tropical storm,0,55
Josephine,2008,9,3,12,13.7,-28.2,tropical storm,0,55
Josephine,2008,9,3,18,13.8,-29.2,tropical storm,0,55
Josephine,2008,9,4,0,13.9,-30,tropical storm,0,50
Josephine,2008,9,4,6,14.1,-30.9,tropical storm,0,50
Josephine,2008,9,4,12,14.4,-31.9,tropical storm,0,45
Josephine,2008,9,4,18,14.6,-32.7,tropical storm,0,40
Josephine,2008,9,5,0,15,-33.4,tropical storm,0,40
Josephine,2008,9,5,6,15.4,-34,tropical storm,0,40
Josephine,2008,9,5,12,15.6,-34.5,tropical storm,0,40
Josephine,2008,9,5,18,15.8,-34.9,tropical storm,0,35
Josephine,2008,9,6,0,16.2,-35.5,tropical depression,-1,30
Kyle,2008,9,25,0,21.5,-70,tropical depression,-1,30
Kyle,2008,9,25,6,22,-69.4,tropical storm,0,35
Kyle,2008,9,25,12,22.4,-68.7,tropical storm,0,40
Kyle,2008,9,25,18,23.1,-68.4,tropical storm,0,40
Kyle,2008,9,26,0,24,-68,tropical storm,0,45
Kyle,2008,9,26,6,25,-68.2,tropical storm,0,50
Kyle,2008,9,26,12,26,-68.6,tropical storm,0,50
Kyle,2008,9,26,18,26.9,-68.6,tropical storm,0,50
Kyle,2008,9,27,0,28.7,-68.6,tropical storm,0,55
Kyle,2008,9,27,6,29.9,-69.3,tropical storm,0,60
Kyle,2008,9,27,12,31.2,-69.5,hurricane,1,65
Kyle,2008,9,27,18,33.3,-69.7,hurricane,1,70
Kyle,2008,9,28,0,35.3,-69.7,hurricane,1,70
Kyle,2008,9,28,6,37.4,-69.3,hurricane,1,70
Kyle,2008,9,28,12,39.4,-68.2,hurricane,1,75
Kyle,2008,9,28,18,41.6,-66.7,hurricane,1,70
Kyle,2008,9,29,0,43.8,-66.2,hurricane,1,65
Marco,2008,10,6,0,18.5,-91.7,tropical depression,-1,25
Marco,2008,10,6,6,18.6,-92.7,tropical depression,-1,30
Marco,2008,10,6,12,18.9,-93.7,tropical storm,0,40
Marco,2008,10,6,18,19.4,-94.5,tropical storm,0,50
Marco,2008,10,7,0,19.7,-95.2,tropical storm,0,55
Marco,2008,10,7,6,19.8,-95.9,tropical storm,0,55
Marco,2008,10,7,12,19.9,-96.5,tropical storm,0,55
Marco,2008,10,7,18,19.9,-96.9,tropical depression,-1,30
Nana,2008,10,12,6,15.5,-36.6,tropical depression,-1,30
Nana,2008,10,12,12,16,-37.1,tropical storm,0,35
Nana,2008,10,12,18,16.4,-37.7,tropical storm,0,35
Nana,2008,10,13,0,16.5,-38.4,tropical storm,0,35
Nana,2008,10,13,6,16.6,-39,tropical storm,0,35
Nana,2008,10,13,12,16.8,-39.6,tropical depression,-1,30
Nana,2008,10,13,18,17.2,-40.3,tropical depression,-1,30
Nana,2008,10,14,0,17.6,-41.5,tropical depression,-1,30
Nana,2008,10,14,6,18,-42.7,tropical depression,-1,30
Omar,2008,10,13,6,15.4,-69,tropical depression,-1,25
Omar,2008,10,13,12,15.2,-69.6,tropical depression,-1,30
Omar,2008,10,13,18,14.8,-69.8,tropical depression,-1,30
Omar,2008,10,14,0,14.5,-69.6,tropical storm,0,35
Omar,2008,10,14,6,14.3,-69.3,tropical storm,0,40
Omar,2008,10,14,12,14.2,-69.1,tropical storm,0,50
Omar,2008,10,14,18,13.9,-68.8,tropical storm,0,60
Omar,2008,10,15,0,14.1,-68.3,hurricane,1,65
Omar,2008,10,15,6,14.4,-68,hurricane,1,70
Omar,2008,10,15,12,14.9,-67.4,hurricane,1,75
Omar,2008,10,15,18,15.6,-66.5,hurricane,1,80
Omar,2008,10,16,0,16.7,-65.2,hurricane,2,95
Omar,2008,10,16,6,18.2,-63.9,hurricane,4,115
Omar,2008,10,16,12,19.6,-62.1,hurricane,2,90
Omar,2008,10,16,18,21.1,-60.4,hurricane,1,70
Omar,2008,10,17,0,22.8,-58.8,hurricane,1,65
Omar,2008,10,17,6,25.1,-57.1,hurricane,1,70
Omar,2008,10,17,12,27.9,-55.7,hurricane,1,75
Omar,2008,10,17,18,30.1,-54.4,hurricane,1,65
Omar,2008,10,18,0,31.3,-53.2,tropical storm,0,55
Omar,2008,10,18,6,32.4,-52.1,tropical storm,0,50
Sixteen,2008,10,14,12,15.5,-82.8,tropical depression,-1,25
Sixteen,2008,10,14,18,15.9,-83.2,tropical depression,-1,25
Sixteen,2008,10,15,0,16,-83.6,tropical depression,-1,25
Sixteen,2008,10,15,6,16,-84,tropical depression,-1,25
Sixteen,2008,10,15,12,15.9,-84.4,tropical depression,-1,25
Sixteen,2008,10,15,12,15.8,-84.5,tropical depression,-1,25
Sixteen,2008,10,15,18,15.6,-85,tropical depression,-1,25
Paloma,2008,11,5,18,13.7,-81.7,tropical depression,-1,25
Paloma,2008,11,6,0,14.2,-82,tropical depression,-1,30
Paloma,2008,11,6,6,14.8,-82.1,tropical storm,0,35
Paloma,2008,11,6,12,15.4,-82,tropical storm,0,40
Paloma,2008,11,6,18,16.1,-81.9,tropical storm,0,55
Paloma,2008,11,7,0,16.8,-81.8,hurricane,1,65
Paloma,2008,11,7,6,17.4,-81.7,hurricane,1,65
Paloma,2008,11,7,12,18,-81.6,hurricane,1,75
Paloma,2008,11,7,18,18.6,-81.4,hurricane,1,80
Paloma,2008,11,8,0,19,-81,hurricane,3,100
Paloma,2008,11,8,6,19.4,-80.4,hurricane,3,110
Paloma,2008,11,8,12,19.8,-79.6,hurricane,4,125
Paloma,2008,11,8,18,20.2,-78.8,hurricane,4,125
Paloma,2008,11,9,0,20.7,-78,hurricane,2,90
Paloma,2008,11,9,1,20.7,-78,hurricane,2,85
Paloma,2008,11,9,6,21,-77.7,tropical storm,0,55
Paloma,2008,11,9,12,21.3,-77.8,tropical storm,0,35
Paloma,2008,11,9,18,21.6,-77.9,tropical depression,-1,25
One,2009,5,28,6,36.1,-72.9,tropical depression,-1,25
One,2009,5,28,12,36.9,-71.8,tropical depression,-1,25
One,2009,5,28,18,37.5,-70.3,tropical depression,-1,30
One,2009,5,29,0,38,-68.6,tropical depression,-1,30
One,2009,5,29,6,38.6,-66.8,tropical depression,-1,30
One,2009,5,29,12,39.3,-65,tropical depression,-1,30
One,2009,5,29,18,40,-63.1,tropical depression,-1,25
Ana,2009,8,11,6,14.4,-27.9,tropical depression,-1,25
Ana,2009,8,11,12,14.5,-29,tropical depression,-1,25
Ana,2009,8,11,18,14.6,-30,tropical depression,-1,25
Ana,2009,8,12,0,14.6,-31,tropical depression,-1,30
Ana,2009,8,12,6,14.5,-32.1,tropical depression,-1,30
Ana,2009,8,12,12,14.4,-33.3,tropical storm,0,35
Ana,2009,8,12,18,14.3,-34.4,tropical storm,0,35
Ana,2009,8,13,0,14.1,-35.3,tropical depression,-1,30
Ana,2009,8,15,0,14.5,-44.7,tropical depression,-1,30
Ana,2009,8,15,6,14.4,-46.1,tropical storm,0,35
Ana,2009,8,15,12,14.4,-47.6,tropical storm,0,35
Ana,2009,8,15,18,14.4,-49.2,tropical storm,0,35
Ana,2009,8,16,0,14.4,-50.7,tropical storm,0,35
Ana,2009,8,16,6,14.5,-52.6,tropical storm,0,35
Ana,2009,8,16,12,14.6,-54.8,tropical depression,-1,30
Bill,2009,8,15,6,11.8,-32,tropical depression,-1,30
Bill,2009,8,15,12,11.5,-33.3,tropical depression,-1,30
Bill,2009,8,15,18,11.2,-34.5,tropical storm,0,35
Bill,2009,8,16,0,11.2,-35.5,tropical storm,0,35
Bill,2009,8,16,6,11.5,-36.5,tropical storm,0,40
Bill,2009,8,16,12,12,-37.8,tropical storm,0,50
Bill,2009,8,16,18,12.6,-39.4,tropical storm,0,55
Bill,2009,8,17,0,13.1,-41.3,tropical storm,0,60
Bill,2009,8,17,6,13.5,-43.2,hurricane,1,65
Bill,2009,8,17,12,13.9,-44.6,hurricane,1,75
Bill,2009,8,17,18,14.4,-46,hurricane,1,80
Bill,2009,8,18,0,14.8,-47.5,hurricane,2,85
Bill,2009,8,18,6,15.3,-49,hurricane,2,90
Bill,2009,8,18,12,15.7,-50.3,hurricane,2,95
Bill,2009,8,18,18,16.2,-51.7,hurricane,3,100
Bill,2009,8,19,0,16.9,-52.9,hurricane,3,105
Bill,2009,8,19,6,17.6,-54.2,hurricane,4,115
Bill,2009,8,19,12,18.3,-55.6,hurricane,4,115
Bill,2009,8,19,18,19.3,-56.9,hurricane,4,115
Bill,2009,8,20,0,20.2,-58.2,hurricane,4,115
Bill,2009,8,20,6,21.1,-59.6,hurricane,4,115
Bill,2009,8,20,12,22.1,-61,hurricane,3,105
Bill,2009,8,20,18,23.1,-62.4,hurricane,3,110
Bill,2009,8,21,0,24.1,-63.7,hurricane,3,110
Bill,2009,8,21,6,25.5,-64.9,hurricane,3,105
Bill,2009,8,21,12,27.1,-66,hurricane,3,100
Bill,2009,8,21,18,28.6,-66.9,hurricane,2,95
Bill,2009,8,22,0,30.4,-67.6,hurricane,2,90
Bill,2009,8,22,6,32.3,-68.4,hurricane,2,90
Bill,2009,8,22,12,34.1,-68.8,hurricane,2,85
Bill,2009,8,22,18,36,-68.9,hurricane,1,80
Bill,2009,8,23,0,38.1,-68.4,hurricane,1,80
Bill,2009,8,23,6,40.1,-67.3,hurricane,1,75
Bill,2009,8,23,12,42.4,-65.4,hurricane,1,70
Bill,2009,8,23,18,44.4,-62.5,hurricane,1,65
Bill,2009,8,24,0,46.3,-57.9,hurricane,1,65
Bill,2009,8,24,2,46.8,-56.4,tropical storm,0,60
Bill,2009,8,24,3,46.9,-56,tropical storm,0,60
Bill,2009,8,24,6,48,-53,tropical storm,0,60
Claudette,2009,8,16,6,27,-83.4,tropical depression,-1,30
Claudette,2009,8,16,12,28.2,-84.2,tropical storm,0,35
Claudette,2009,8,16,18,29.1,-85.1,tropical storm,0,50
Claudette,2009,8,17,0,29.8,-85.8,tropical storm,0,45
Claudette,2009,8,17,5,30.4,-86.5,tropical storm,0,40
Claudette,2009,8,17,6,30.5,-86.6,tropical storm,0,40
Claudette,2009,8,17,12,31.5,-87.5,tropical depression,-1,25
Claudette,2009,8,17,18,32.8,-88.3,tropical depression,-1,20
Danny,2009,8,26,9,24.3,-69.6,tropical storm,0,40
Danny,2009,8,26,12,24.6,-70.1,tropical storm,0,40
Danny,2009,8,26,18,25.1,-70.7,tropical storm,0,45
Danny,2009,8,27,0,25.9,-71.2,tropical storm,0,50
Danny,2009,8,27,6,27,-71.8,tropical storm,0,50
Danny,2009,8,27,12,27.4,-72.7,tropical storm,0,50
Danny,2009,8,27,18,27.4,-73.3,tropical storm,0,45
Danny,2009,8,28,0,28.1,-73.5,tropical storm,0,40
Danny,2009,8,28,6,29,-74.4,tropical storm,0,35
Danny,2009,8,28,12,29.7,-75.4,tropical storm,0,35
Danny,2009,8,28,18,30.1,-75.7,tropical storm,0,35
Danny,2009,8,29,0,31,-75,tropical storm,0,35
Erika,2009,9,1,18,16.7,-57.3,tropical storm,0,45
Erika,2009,9,2,0,16.8,-58,tropical storm,0,45
Erika,2009,9,2,6,16.5,-58.9,tropical storm,0,45
Erika,2009,9,2,12,16.4,-59.9,tropical storm,0,35
Erika,2009,9,2,18,16.3,-61,tropical storm,0,35
Erika,2009,9,2,18,16.3,-61.3,tropical storm,0,35
Erika,2009,9,3,0,16.3,-61.9,tropical storm,0,35
Erika,2009,9,3,6,16.4,-62.7,tropical storm,0,40
Erika,2009,9,3,12,16.5,-63.5,tropical storm,0,40
Erika,2009,9,3,18,16.6,-64.5,tropical depression,-1,30
Fred,2009,9,7,18,11.8,-24,tropical depression,-1,30
Fred,2009,9,8,0,11.7,-25.4,tropical storm,0,35
Fred,2009,9,8,6,11.7,-26.8,tropical storm,0,45
Fred,2009,9,8,12,11.8,-28,tropical storm,0,55
Fred,2009,9,8,18,11.9,-29.2,tropical storm,0,60
Fred,2009,9,9,0,12.4,-30.3,hurricane,1,70
Fred,2009,9,9,6,13,-31.3,hurricane,2,90
Fred,2009,9,9,12,13.6,-32.1,hurricane,3,105
Fred,2009,9,9,18,14.2,-32.8,hurricane,3,100
Fred,2009,9,10,0,14.8,-33.5,hurricane,2,95
Fred,2009,9,10,6,15.4,-34.2,hurricane,2,90
Fred,2009,9,10,12,16.1,-34.6,hurricane,2,85
Fred,2009,9,10,18,16.7,-34.9,hurricane,1,80
Fred,2009,9,11,0,17.2,-35.1,hurricane,1,80
Fred,2009,9,11,6,17.5,-34.8,hurricane,1,75
Fred,2009,9,11,12,17.6,-34.5,hurricane,1,65
Fred,2009,9,11,18,17.6,-34.2,tropical storm,0,55
Fred,2009,9,12,0,17.6,-33.9,tropical storm,0,50
Fred,2009,9,12,6,17.6,-33.6,tropical storm,0,40
Fred,2009,9,12,12,17.5,-33.6,tropical storm,0,35
Eight,2009,9,25,18,16.1,-31.1,tropical depression,-1,30
Eight,2009,9,26,0,16.7,-32.2,tropical depression,-1,30
Eight,2009,9,26,6,17.2,-33.3,tropical depression,-1,30
Eight,2009,9,26,12,17.8,-34.3,tropical depression,-1,30
Eight,2009,9,26,18,18.6,-35.2,tropical depression,-1,25
Henri,2009,10,6,0,15.1,-49.2,tropical depression,-1,30
Henri,2009,10,6,6,16.1,-50.5,tropical storm,0,35
Henri,2009,10,6,12,17,-51.9,tropical storm,0,35
Henri,2009,10,6,18,17.6,-53.4,tropical storm,0,35
Henri,2009,10,7,0,18,-54.6,tropical storm,0,40
Henri,2009,10,7,6,18.3,-55.7,tropical storm,0,45
Henri,2009,10,7,12,18.7,-56.8,tropical storm,0,45
Henri,2009,10,7,18,19,-57.9,tropical storm,0,40
Henri,2009,10,8,0,19.3,-59.1,tropical storm,0,35
Henri,2009,10,8,6,19.6,-60.3,tropical depression,-1,30
Henri,2009,10,8,12,20,-61.4,tropical depression,-1,30
Ida,2009,11,4,6,11,-81.3,tropical depression,-1,30
Ida,2009,11,4,12,11.4,-81.8,tropical storm,0,35
Ida,2009,11,4,18,11.8,-82.3,tropical storm,0,45
Ida,2009,11,5,0,12.3,-82.8,tropical storm,0,55
Ida,2009,11,5,6,12.6,-83.3,hurricane,1,65
